@jref	40884
@danieldennett	100806
@eloftus1	1904
@mdichristina	16213
@sisatel	101
@doctorkarl	243239
@patchurchland	6198
@docartemis	3101
@stevennovella	7815
@drpauloffit	3962
@michaelshermer	71190
@juliagalef	2563
@rkurzban	2294
@daniel_loxton	4103
@georgehrab	6500
@thescienceguy	1859077
@karenstollznow	4103
@jamyianswiss	3990
