DataExtractDate,ReportPeriod,Terminal,Arrival_Departure,Domestic_International,Passenger_Count
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Terminal 5,Departure,Domestic,167421
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Terminal 5,Departure,International,33463
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Terminal 6,Arrival,Domestic,180920
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Terminal 6,Arrival,International,892
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Terminal 6,Departure,Domestic,178771
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Terminal 6,Departure,International,4267
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Terminal 7,Arrival,Domestic,200132
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Terminal 7,Arrival,International,27794
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Terminal 7,Departure,Domestic,203362
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Terminal 7,Departure,International,39270
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Terminal 8,Arrival,Domestic,106120
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Terminal 8,Arrival,International,4317
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Terminal 8,Departure,Domestic,104496
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Terminal 8,Departure,International,4377
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,204
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,337764
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,204
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Tom Bradley International Terminal,Departure,International,306810
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Imperial Terminal,Arrival,Domestic,140
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Imperial Terminal,Departure,Domestic,187
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Misc. Terminal,Arrival,Domestic,530
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Misc. Terminal,Departure,Domestic,589
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Terminal 1,Arrival,Domestic,426379
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Terminal 1,Departure,Domestic,429568
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Terminal 1,Departure,International,300
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Terminal 2,Arrival,Domestic,101469
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Terminal 2,Arrival,International,161206
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Terminal 2,Departure,Domestic,104907
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Terminal 2,Departure,International,171794
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Terminal 3,Arrival,Domestic,169336
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Terminal 3,Arrival,International,16272
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Terminal 3,Departure,Domestic,167812
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Terminal 3,Departure,International,61556
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Terminal 4,Arrival,Domestic,391934
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Terminal 4,Arrival,International,78708
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Terminal 4,Departure,Domestic,399899
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Terminal 4,Departure,International,38876
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Terminal 5,Arrival,Domestic,197027
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Terminal 5,Arrival,International,31459
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Terminal 5,Departure,Domestic,203463
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Terminal 5,Departure,International,45622
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Terminal 6,Arrival,Domestic,221768
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Terminal 6,Arrival,International,404
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Terminal 6,Departure,Domestic,227729
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Terminal 6,Departure,International,4585
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Terminal 7,Arrival,Domestic,235539
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Terminal 7,Arrival,International,33542
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Terminal 7,Departure,Domestic,244868
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Terminal 7,Departure,International,42894
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Terminal 8,Arrival,Domestic,113516
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Terminal 8,Arrival,International,5142
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Terminal 8,Departure,Domestic,113504
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Terminal 8,Departure,International,5392
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,213
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,420390
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,213
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Tom Bradley International Terminal,Departure,International,364947
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Imperial Terminal,Arrival,Domestic,146
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Imperial Terminal,Arrival,International,25
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Imperial Terminal,Departure,Domestic,143
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Misc. Terminal,Arrival,Domestic,236
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Misc. Terminal,Departure,Domestic,278
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Terminal 1,Arrival,Domestic,400728
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Terminal 1,Departure,Domestic,400981
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Terminal 1,Departure,International,274
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Terminal 2,Arrival,Domestic,91954
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Terminal 2,Arrival,International,150906
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Terminal 2,Departure,Domestic,95433
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Terminal 2,Departure,International,160286
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Terminal 3,Arrival,Domestic,146895
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Terminal 3,Arrival,International,15720
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Terminal 3,Departure,Domestic,154557
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Terminal 3,Departure,International,55440
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Terminal 4,Arrival,Domestic,390745
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Terminal 4,Arrival,International,77491
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Terminal 4,Departure,Domestic,389206
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Terminal 4,Departure,International,40769
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Terminal 5,Arrival,Domestic,182831
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Terminal 5,Arrival,International,24786
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Terminal 5,Departure,Domestic,188432
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Terminal 5,Departure,International,32644
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Terminal 6,Arrival,Domestic,218851
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Terminal 6,Arrival,International,1094
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Terminal 6,Departure,Domestic,223628
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Terminal 6,Departure,International,3720
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Terminal 7,Arrival,Domestic,234159
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Terminal 7,Arrival,International,30695
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Terminal 7,Departure,Domestic,240507
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Terminal 7,Departure,International,38032
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Terminal 8,Arrival,Domestic,107309
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Terminal 8,Arrival,International,4791
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Terminal 8,Departure,Domestic,104935
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Terminal 8,Departure,International,4765
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,329
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,409127
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,329
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Tom Bradley International Terminal,Departure,International,326658
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Misc. Terminal,Arrival,Domestic,119
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Misc. Terminal,Departure,Domestic,76
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Terminal 1,Arrival,Domestic,433808
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Terminal 1,Departure,Domestic,424599
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Terminal 1,Departure,International,336
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Terminal 2,Arrival,Domestic,103088
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Terminal 2,Arrival,International,142629
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Terminal 2,Departure,Domestic,104286
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Terminal 2,Departure,International,161984
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Terminal 3,Arrival,Domestic,179066
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Terminal 3,Arrival,International,17356
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Terminal 3,Departure,Domestic,180030
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Terminal 3,Departure,International,56314
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Terminal 4,Arrival,Domestic,416048
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Terminal 4,Arrival,International,74953
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Terminal 4,Departure,Domestic,410592
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Terminal 4,Departure,International,49066
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Terminal 5,Arrival,Domestic,184288
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Terminal 5,Arrival,International,24389
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Terminal 5,Departure,Domestic,183853
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Terminal 5,Departure,International,34574
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Terminal 6,Arrival,Domestic,235748
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Terminal 6,Arrival,International,243
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Terminal 6,Departure,Domestic,239086
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Terminal 6,Departure,International,4109
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Terminal 7,Arrival,Domestic,244525
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Terminal 7,Arrival,International,28621
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Terminal 7,Departure,Domestic,247250
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Terminal 7,Departure,International,42287
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Terminal 8,Arrival,Domestic,112646
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Terminal 8,Arrival,International,4454
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Terminal 8,Departure,Domestic,108040
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Terminal 8,Departure,International,4914
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,322
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,411474
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,322
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Tom Bradley International Terminal,Departure,International,382492
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Imperial Terminal,Arrival,Domestic,292
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Imperial Terminal,Departure,Domestic,292
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Misc. Terminal,Arrival,Domestic,183
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Misc. Terminal,Departure,Domestic,150
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Terminal 1,Arrival,Domestic,447584
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Terminal 1,Departure,Domestic,448342
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Terminal 1,Departure,International,306
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Terminal 2,Arrival,Domestic,108787
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Terminal 2,Arrival,International,150390
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Terminal 2,Departure,Domestic,111461
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Terminal 2,Departure,International,168325
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Terminal 3,Arrival,Domestic,187681
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Terminal 3,Arrival,International,15454
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Terminal 3,Departure,Domestic,193267
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Terminal 3,Departure,International,50783
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Terminal 4,Arrival,Domestic,417180
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Terminal 4,Arrival,International,75037
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Terminal 4,Departure,Domestic,412649
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Terminal 4,Departure,International,50387
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Terminal 5,Arrival,Domestic,218719
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Terminal 5,Arrival,International,33199
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Terminal 5,Departure,Domestic,225567
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Terminal 5,Departure,International,48171
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Terminal 6,Arrival,Domestic,246211
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Terminal 6,Arrival,International,499
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Terminal 6,Departure,Domestic,256078
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Terminal 6,Departure,International,4937
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Terminal 7,Arrival,Domestic,263479
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Terminal 7,Arrival,International,31827
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Terminal 7,Departure,Domestic,273087
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Terminal 7,Departure,International,49133
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Terminal 8,Arrival,Domestic,111985
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Terminal 8,Arrival,International,4278
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Terminal 8,Departure,Domestic,111322
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Terminal 8,Departure,International,4873
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,418139
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Tom Bradley International Terminal,Departure,International,399819
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Imperial Terminal,Arrival,Domestic,292
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Imperial Terminal,Departure,Domestic,345
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Misc. Terminal,Arrival,Domestic,60
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Misc. Terminal,Departure,Domestic,95
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 1,Arrival,Domestic,451580
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 1,Departure,Domestic,451414
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 1,Departure,International,313
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 2,Arrival,Domestic,120143
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 2,Arrival,International,168448
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 2,Departure,Domestic,120682
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 2,Departure,International,175833
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 3,Arrival,Domestic,203837
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 3,Arrival,International,17105
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 3,Departure,Domestic,206619
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 3,Departure,International,52106
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 4,Arrival,Domestic,427481
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 4,Arrival,International,83465
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 4,Departure,Domestic,448681
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 4,Departure,International,49566
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 5,Arrival,Domestic,211556
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 5,Arrival,International,39625
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 5,Departure,Domestic,211624
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 5,Departure,International,50295
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 6,Arrival,Domestic,276318
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 6,Arrival,International,793
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 6,Departure,Domestic,278880
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 6,Departure,International,4914
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 7,Arrival,Domestic,279531
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 7,Arrival,International,30115
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 7,Departure,Domestic,279060
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 7,Departure,International,47294
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 8,Arrival,Domestic,109063
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 8,Arrival,International,5240
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 8,Departure,Domestic,109648
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 8,Departure,International,5357
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,473007
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Tom Bradley International Terminal,Departure,International,401183
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Imperial Terminal,Arrival,Domestic,586
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Imperial Terminal,Departure,Domestic,586
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Misc. Terminal,Departure,International,82
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 1,Arrival,Domestic,439991
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 1,Departure,Domestic,455113
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 1,Departure,International,395
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 2,Arrival,Domestic,108212
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 2,Arrival,International,172603
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 2,Departure,Domestic,110858
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 2,Departure,International,183341
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 3,Arrival,Domestic,198749
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 3,Arrival,International,19226
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 3,Departure,Domestic,202388
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 3,Departure,International,53162
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 4,Arrival,Domestic,425460
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 4,Arrival,International,80516
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 4,Departure,Domestic,428699
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 4,Departure,International,48296
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 5,Arrival,Domestic,221661
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 5,Arrival,International,34062
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 5,Departure,Domestic,204878
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 5,Departure,International,42209
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 6,Arrival,Domestic,281172
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 6,Arrival,International,525
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 6,Departure,Domestic,288293
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 6,Departure,International,4572
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 7,Arrival,Domestic,267209
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 7,Arrival,International,29158
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 7,Departure,Domestic,275366
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 7,Departure,International,47662
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 8,Arrival,Domestic,104857
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 8,Arrival,International,5745
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 8,Departure,Domestic,108843
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 8,Departure,International,5721
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,483348
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Tom Bradley International Terminal,Departure,International,381741
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Misc. Terminal,Arrival,Domestic,352
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Misc. Terminal,Arrival,International,3
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Misc. Terminal,Departure,Domestic,360
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 1,Arrival,Domestic,366410
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 1,Departure,Domestic,360314
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 2,Arrival,Domestic,91946
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 2,Arrival,International,146495
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 2,Departure,Domestic,90164
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 2,Departure,International,159584
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 3,Arrival,Domestic,106207
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 3,Arrival,International,14739
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 3,Departure,Domestic,98836
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 3,Departure,International,40076
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 4,Arrival,Domestic,347854
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 4,Arrival,International,54113
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 4,Departure,Domestic,345080
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 4,Departure,International,43019
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 5,Arrival,Domestic,141771
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 5,Arrival,International,16926
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 5,Departure,Domestic,142157
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 5,Departure,International,25441
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 6,Arrival,Domestic,235662
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 6,Arrival,International,189
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 6,Departure,Domestic,236130
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 6,Departure,International,4516
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 7,Arrival,Domestic,219727
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 7,Arrival,International,18533
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 7,Departure,Domestic,213569
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 7,Departure,International,31367
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 8,Arrival,Domestic,98592
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 8,Arrival,International,4611
