DataExtractDate,ReportPeriod,Terminal,Arrival_Departure,Domestic_International,Passenger_Count
05/01/2014 12:00:00 AM,10/01/2009 12:00:00 AM,Terminal 8,Departure,International,5418
05/01/2014 12:00:00 AM,10/01/2009 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,9043
05/01/2014 12:00:00 AM,10/01/2009 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,396107
05/01/2014 12:00:00 AM,10/01/2009 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,7836
05/01/2014 12:00:00 AM,10/01/2009 12:00:00 AM,Tom Bradley International Terminal,Departure,International,335736
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Misc. Terminal,Arrival,Domestic,129
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Misc. Terminal,Arrival,International,15
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Misc. Terminal,Departure,Domestic,90
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Terminal 1,Arrival,Domestic,343456
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Terminal 1,Departure,Domestic,353697
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Terminal 2,Arrival,Domestic,14348
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Terminal 2,Arrival,International,131707
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Terminal 2,Departure,Domestic,14169
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Terminal 2,Departure,International,140344
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Terminal 3,Arrival,Domestic,156751
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Terminal 3,Arrival,International,10930
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Terminal 3,Departure,Domestic,155573
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Terminal 3,Departure,International,56064
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Terminal 4,Arrival,Domestic,351824
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Terminal 4,Arrival,International,18399
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Terminal 4,Departure,Domestic,352521
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Terminal 4,Departure,International,36677
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Terminal 5,Arrival,Domestic,207383
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Terminal 5,Arrival,International,14893
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Terminal 5,Departure,Domestic,213307
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Terminal 5,Departure,International,21191
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Terminal 6,Arrival,Domestic,186428
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Terminal 6,Arrival,International,11312
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Terminal 6,Departure,Domestic,180286
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Terminal 6,Departure,International,16142
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Terminal 7,Arrival,Domestic,217924
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Terminal 7,Arrival,International,15991
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Terminal 7,Departure,Domestic,225804
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Terminal 7,Departure,International,23518
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Terminal 8,Arrival,Domestic,129021
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Terminal 8,Arrival,International,3977
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Terminal 8,Departure,Domestic,129676
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Terminal 8,Departure,International,6269
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,7044
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,370133
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,6145
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Tom Bradley International Terminal,Departure,International,296571
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Misc. Terminal,Arrival,Domestic,1119
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Misc. Terminal,Departure,Domestic,157
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Terminal 1,Arrival,Domestic,371175
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Terminal 1,Departure,Domestic,365618
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Terminal 2,Arrival,Domestic,19690
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Terminal 2,Arrival,International,160543
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Terminal 2,Departure,Domestic,19806
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Terminal 2,Departure,International,181668
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Terminal 3,Arrival,Domestic,168867
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Terminal 3,Arrival,International,14836
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Terminal 3,Departure,Domestic,166610
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Terminal 3,Departure,International,69201
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Terminal 4,Arrival,Domestic,371129
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Terminal 4,Arrival,International,16432
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Terminal 4,Departure,Domestic,365220
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Terminal 4,Departure,International,38802
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Terminal 5,Arrival,Domestic,219167
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Terminal 5,Arrival,International,15835
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Terminal 5,Departure,Domestic,227444
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Terminal 5,Departure,International,19781
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Terminal 6,Arrival,Domestic,214461
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Terminal 6,Arrival,International,11691
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Terminal 6,Departure,Domestic,199832
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Terminal 6,Departure,International,16626
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Terminal 7,Arrival,Domestic,229077
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Terminal 7,Arrival,International,18892
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Terminal 7,Departure,Domestic,235195
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Terminal 7,Departure,International,26613
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Terminal 8,Arrival,Domestic,142259
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Terminal 8,Arrival,International,4928
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Terminal 8,Departure,Domestic,143385
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Terminal 8,Departure,International,6853
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,7235
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,417138
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,6770
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Tom Bradley International Terminal,Departure,International,332737
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Misc. Terminal,Arrival,Domestic,576
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Misc. Terminal,Departure,Domestic,1470
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Terminal 1,Arrival,Domestic,335141
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Terminal 1,Departure,Domestic,330779
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Terminal 2,Arrival,Domestic,15225
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Terminal 2,Arrival,International,170377
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Terminal 2,Departure,Domestic,15326
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Terminal 2,Departure,International,171172
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Terminal 3,Arrival,Domestic,145146
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Terminal 3,Arrival,International,15320
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Terminal 3,Departure,Domestic,146288
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Terminal 3,Departure,International,68562
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Terminal 4,Arrival,Domestic,350123
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Terminal 4,Arrival,International,14342
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Terminal 4,Departure,Domestic,341028
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Terminal 4,Departure,International,36002
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Terminal 5,Arrival,Domestic,209023
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Terminal 5,Arrival,International,30347
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Terminal 5,Departure,Domestic,206229
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Terminal 5,Departure,International,27925
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Terminal 6,Arrival,Domestic,177973
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Terminal 6,Arrival,International,10038
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Terminal 6,Departure,Domestic,246926
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Terminal 6,Departure,International,14680
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Terminal 7,Arrival,Domestic,225102
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Terminal 7,Arrival,International,15737
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Terminal 7,Departure,Domestic,226176
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Terminal 7,Departure,International,24425
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Terminal 8,Arrival,Domestic,128882
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Terminal 8,Arrival,International,5266
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Terminal 8,Departure,Domestic,132585
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Terminal 8,Departure,International,7250
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,6065
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,436044
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,5012
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Tom Bradley International Terminal,Departure,International,317158
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Misc. Terminal,Arrival,Domestic,104
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Misc. Terminal,Arrival,International,9
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Misc. Terminal,Departure,Domestic,53
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Misc. Terminal,Departure,International,4
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Terminal 1,Arrival,Domestic,293345
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Terminal 1,Departure,Domestic,293510
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Terminal 2,Arrival,Domestic,10830
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Terminal 2,Arrival,International,135455
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Terminal 2,Departure,Domestic,11481
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Terminal 2,Departure,International,139188
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Terminal 3,Arrival,Domestic,133674
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Terminal 3,Arrival,International,14323
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Terminal 3,Departure,Domestic,133429
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Terminal 3,Departure,International,61317
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Terminal 4,Arrival,Domestic,302898
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Terminal 4,Arrival,International,15566
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Terminal 4,Departure,Domestic,299798
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Terminal 4,Departure,International,31046
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Terminal 5,Arrival,Domestic,177502
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Terminal 5,Arrival,International,21897
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Terminal 5,Departure,Domestic,184070
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Terminal 5,Departure,International,21655
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Terminal 6,Arrival,Domestic,167212
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Terminal 6,Arrival,International,10585
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Terminal 6,Departure,Domestic,153883
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Terminal 6,Departure,International,14542
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Terminal 7,Arrival,Domestic,196771
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Terminal 7,Arrival,International,13656
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Terminal 7,Departure,Domestic,206884
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Terminal 7,Departure,International,21367
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Terminal 8,Arrival,Domestic,128771
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Terminal 8,Arrival,International,4022
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Terminal 8,Departure,Domestic,129146
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Terminal 8,Departure,International,6000
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,4710
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,343316
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,3855
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Tom Bradley International Terminal,Departure,International,274445
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Misc. Terminal,Arrival,Domestic,269
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Misc. Terminal,Arrival,International,6
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Misc. Terminal,Departure,Domestic,234
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Terminal 1,Arrival,Domestic,360070
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Terminal 1,Departure,Domestic,363379
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Terminal 2,Arrival,Domestic,12326
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Terminal 2,Arrival,International,161387
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Terminal 2,Departure,Domestic,13171
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Terminal 2,Departure,International,162792
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Terminal 3,Arrival,Domestic,161971
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Terminal 3,Arrival,International,15850
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Terminal 3,Departure,Domestic,163267
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Terminal 3,Departure,International,66498
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Terminal 4,Arrival,Domestic,374184
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Terminal 4,Arrival,International,17842
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Terminal 4,Departure,Domestic,379258
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Terminal 4,Departure,International,35189
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Terminal 5,Arrival,Domestic,237382
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Terminal 5,Arrival,International,12039
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Terminal 5,Departure,Domestic,250103
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Terminal 5,Departure,International,11306
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Terminal 6,Arrival,Domestic,210347
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Terminal 6,Arrival,International,11762
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Terminal 6,Departure,Domestic,195959
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Terminal 6,Departure,International,16454
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Terminal 7,Arrival,Domestic,234563
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Terminal 7,Arrival,International,17403
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Terminal 7,Departure,Domestic,252383
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Terminal 7,Departure,International,23677
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Terminal 8,Arrival,Domestic,156659
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Terminal 8,Arrival,International,5010
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Terminal 8,Departure,Domestic,156791
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Terminal 8,Departure,International,7752
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,5102
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,404032
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,5541
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Tom Bradley International Terminal,Departure,International,310068
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Misc. Terminal,Arrival,Domestic,11
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Misc. Terminal,Arrival,International,16
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Misc. Terminal,Departure,Domestic,14
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Terminal 1,Arrival,Domestic,352251
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Terminal 1,Departure,Domestic,356612
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Terminal 2,Arrival,Domestic,15151
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Terminal 2,Arrival,International,154999
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Terminal 2,Departure,Domestic,14370
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Terminal 2,Departure,International,161615
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Terminal 3,Arrival,Domestic,153673
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Terminal 3,Arrival,International,16256
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Terminal 3,Departure,Domestic,159820
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Terminal 3,Departure,International,66592
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Terminal 4,Arrival,Domestic,377996
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Terminal 4,Arrival,International,11029
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Terminal 4,Departure,Domestic,381780
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Terminal 4,Departure,International,32908
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Terminal 5,Arrival,Domestic,217067
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Terminal 5,Arrival,International,12686
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Terminal 5,Departure,Domestic,217902
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Terminal 5,Departure,International,11027
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Terminal 6,Arrival,Domestic,210375
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Terminal 6,Arrival,International,10616
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Terminal 6,Departure,Domestic,197723
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Terminal 6,Departure,International,13982
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Terminal 7,Arrival,Domestic,227822
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Terminal 7,Arrival,International,20215
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Terminal 7,Departure,Domestic,249015
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Terminal 7,Departure,International,21489
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Terminal 8,Arrival,Domestic,147200
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Terminal 8,Arrival,International,4867
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Terminal 8,Departure,Domestic,149103
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Terminal 8,Departure,International,8623
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,5217
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,406836
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,6743
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Tom Bradley International Terminal,Departure,International,293345
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Misc. Terminal,Arrival,Domestic,35
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Misc. Terminal,Arrival,International,1
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Misc. Terminal,Departure,Domestic,26
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Terminal 1,Arrival,Domestic,379626
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Terminal 1,Departure,Domestic,371162
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Terminal 2,Arrival,Domestic,16397
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Terminal 2,Arrival,International,160993
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Terminal 2,Departure,Domestic,16511
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Terminal 2,Departure,International,169694
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Terminal 3,Arrival,Domestic,158666
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Terminal 3,Arrival,International,16518
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Terminal 3,Departure,Domestic,163045
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Terminal 3,Departure,International,65506
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Terminal 4,Arrival,Domestic,393008
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Terminal 4,Arrival,International,12869
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Terminal 4,Departure,Domestic,381490
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Terminal 4,Departure,International,37572
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Terminal 5,Arrival,Domestic,226692
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Terminal 5,Arrival,International,3696
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Terminal 5,Departure,Domestic,220433
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Terminal 5,Departure,International,9376
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Terminal 6,Arrival,Domestic,259682
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Terminal 6,Arrival,International,10178
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Terminal 6,Departure,Domestic,240225
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Terminal 6,Departure,International,16012
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Terminal 7,Arrival,Domestic,236150
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Terminal 7,Arrival,International,22018
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Terminal 7,Departure,Domestic,249788
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Terminal 7,Departure,International,25744
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Terminal 8,Arrival,Domestic,151455
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Terminal 8,Arrival,International,5086
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Terminal 8,Departure,Domestic,148154
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Terminal 8,Departure,International,8531
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,6487
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,425044
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,7439
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Tom Bradley International Terminal,Departure,International,341287
05/01/2014 12:00:00 AM,06/01/2010 12:00:00 AM,Imperial Terminal,Arrival,Domestic,52
05/01/2014 12:00:00 AM,06/01/2010 12:00:00 AM,Imperial Terminal,Departure,Domestic,47
05/01/2014 12:00:00 AM,06/01/2010 12:00:00 AM,Misc. Terminal,Arrival,Domestic,120
05/01/2014 12:00:00 AM,06/01/2010 12:00:00 AM,Misc. Terminal,Departure,Domestic,33
05/01/2014 12:00:00 AM,06/01/2010 12:00:00 AM,Terminal 1,Arrival,Domestic,393387
05/01/2014 12:00:00 AM,06/01/2010 12:00:00 AM,Terminal 1,Departure,Domestic,395579
05/01/2014 12:00:00 AM,06/01/2010 12:00:00 AM,Terminal 2,Arrival,Domestic,20636
05/01/2014 12:00:00 AM,06/01/2010 12:00:00 AM,Terminal 2,Arrival,International,174858
05/01/2014 12:00:00 AM,06/01/2010 12:00:00 AM,Terminal 2,Departure,Domestic,22385
05/01/2014 12:00:00 AM,06/01/2010 12:00:00 AM,Terminal 2,Departure,International,195450
